xAcc, yAcc, zAcc, xGyro, yGyro, zGyro, steeringPercent, acceleratorPercent, coures, targetCourse
-1160,-388,13236,28,9,210,10,-2,0,0
-972,-484,13380,21,38,197,10,-2,0,0
-960,-468,13336,11,10,201,10,-2,0,0
-1056,-436,13312,41,31,187,10,-2,0,0
-1036,-484,13452,43,16,179,10,-2,0,0
-1056,-504,13304,17,11,200,10,0,0,0
-1128,-384,13348,30,13,203,10,-2,0,0
-1108,-452,13368,30,-2,200,10,0,0,0
-1032,-380,13460,30,28,186,10,0,0,0
-1032,-508,13424,39,19,211,10,-2,0,0
-1064,-392,13472,25,22,191,10,-2,0,0
-1140,-396,13412,38,26,186,10,-2,0,0
-1064,-420,13308,1,15,192,10,-2,0,0
-1152,-368,13196,20,10,210,10,0,0,0
-1028,-392,13452,31,53,180,10,-2,0,0
-1160,-396,13472,30,11,210,10,0,0,0
-1120,-468,13472,27,28,193,10,-2,0,0
-1140,-444,13288,28,20,186,10,-2,0,0
-1044,-468,13328,11,14,205,10,-2,0,0
-996,-412,13300,36,21,206,10,-2,0,0
-1128,-384,13516,23,18,196,10,0,0,0
-1052,-464,13236,40,12,204,10,0,0,0
-1008,-388,13432,19,33,192,10,0,0,0
-960,-460,13348,37,32,211,10,0,0,0
-1008,-480,13380,20,44,193,10,-2,0,0
-1080,-376,13356,30,22,200,10,-2,0,0
-1084,-460,13380,45,9,199,10,-2,0,0
-992,-460,13328,33,27,194,10,0,0,0
-1208,-356,13260,47,-1,188,10,0,0,0
-1160,-328,13436,27,13,182,10,0,0,0
-1060,-448,13352,32,0,191,10,0,0,0
-1040,-468,13408,23,3,205,10,0,0,0
-1100,-436,13508,22,-7,189,10,0,0,0
-1024,-332,13308,31,17,186,10,0,0,0
-1052,-368,13476,28,35,210,10,0,0,0
-1088,-472,13264,20,13,204,10,0,0,0
-1000,-468,13396,17,32,200,10,-2,0,0
-1132,-324,13356,44,-3,214,10,-1,0,0
-1096,-428,13476,12,16,213,10,0,0,0
-1036,-412,13532,30,33,204,10,0,0,0
-1040,-400,13452,26,12,222,10,0,0,0
-1108,-408,13440,35,8,191,10,0,0,0
-1140,-460,13464,26,19,199,10,-1,0,0
-1084,-436,13288,15,24,199,10,-1,0,0
-1224,-456,13488,9,10,200,10,0,0,0
-1096,-368,13608,25,17,187,10,0,0,0
-1072,-452,13348,25,34,195,10,0,0,0
-1052,-424,13428,32,9,209,10,0,0,0
-1096,-404,13464,29,21,200,10,0,0,0
-1100,-428,13352,38,17,199,10,-2,0,0
-1000,-476,13512,29,9,212,10,-2,0,0
-1104,-468,13288,22,21,204,10,0,0,0
-1164,-524,13396,15,11,206,10,-2,0,0
-1036,-452,13216,17,0,198,10,0,0,0
-1008,-436,13476,37,10,193,10,-2,0,0
-1176,-428,13460,30,27,187,10,-2,0,0
-1008,-544,13464,24,16,199,10,-2,0,0
-1120,-444,13388,24,19,208,10,-2,0,0
-1216,-420,13296,27,12,182,10,-2,0,0
-1148,-472,13532,28,22,203,10,-2,0,0
-1140,-480,13336,30,26,192,10,-2,0,0
-1020,-484,13440,33,0,212,10,0,0,0
-1192,-424,13412,19,20,197,10,-2,0,0
-1028,-480,13276,26,-9,195,10,-2,0,0
-1004,-484,13508,23,9,189,10,-2,0,0
-1164,-464,13524,23,32,215,10,-2,0,0
-1120,-452,13384,29,-4,180,10,-2,0,0
-1036,-468,13384,32,16,197,10,-2,0,0
-972,-420,13428,22,-8,203,10,-2,0,0
-1096,-500,13404,14,27,191,10,-2,0,0
-1060,-448,13368,22,-2,213,10,-2,0,0
-964,-444,13364,38,15,201,10,-2,0,0
-996,-512,13428,25,-9,188,10,0,0,0
-1076,-428,13272,38,-1,204,10,0,0,0
-1096,-464,13340,25,18,209,10,0,0,0
-1076,-380,13352,27,-2,199,10,-2,0,0
-1128,-476,13244,11,7,200,10,-2,0,0
-1092,-428,13408,17,5,185,10,0,0,0
-1160,-368,13364,10,-1,191,10,0,0,0
-1116,-388,13304,33,13,198,10,0,0,0
-984,-460,13368,30,14,198,10,0,0,0
-1076,-440,13440,28,9,193,10,0,0,0
-988,-428,13324,39,20,201,10,0,0,0
-1124,-436,13416,18,34,186,10,0,0,0
-988,-364,13496,43,19,203,10,0,0,0
-1024,-420,13372,45,17,195,10,-2,0,0
-1028,-360,13380,39,7,201,10,-2,0,0
-1080,-456,13412,14,27,203,10,-2,0,0
-1088,-352,13452,23,17,204,10,0,0,0
-1060,-420,13464,17,19,218,10,0,0,0
-1136,-420,13264,32,12,205,10,0,0,0
-1116,-468,13512,8,-7,183,10,0,0,0
-1112,-448,13336,24,19,204,10,0,0,0
-1028,-428,13364,25,10,191,10,0,0,0
-1064,-444,13328,36,39,211,10,0,0,0
-1000,-420,13324,30,21,205,10,-2,0,0
-1016,-452,13228,34,46,193,10,-2,0,0
-1236,-464,13344,36,31,202,10,-2,0,0
-1136,-424,13400,42,22,212,10,-2,0,0
-984,-412,13332,34,0,216,10,-2,0,0
-1160,-408,13544,25,30,194,10,-2,0,0
-1056,-388,13364,12,15,201,10,0,0,0
-976,-272,13284,30,31,194,10,-2,0,0
-1076,-456,13444,46,21,206,10,0,0,0
-1008,-412,13464,26,-13,197,10,0,0,0
-1112,-500,13352,18,16,199,10,-2,0,0
-1092,-444,13480,20,20,196,10,-2,0,0
-1120,-408,13212,32,35,193,10,-2,0,0
-1120,-404,13308,48,17,183,10,-2,0,0
-1136,-444,13316,36,29,208,10,-2,0,0
-1152,-468,13368,7,8,199,10,0,0,0
-1024,-452,13424,23,16,212,10,0,0,0
-1064,-560,13440,39,21,190,10,-2,0,0
-1112,-476,13472,31,16,196,10,-2,0,0
-1092,-424,13340,23,8,204,10,0,0,0
-940,-440,13288,6,13,201,10,0,0,0
-1076,-428,13388,27,12,197,10,0,0,0
-1064,-512,13340,27,25,180,10,0,0,0
-1112,-360,13416,28,30,209,10,0,0,0
-1044,-480,13376,34,21,195,10,0,0,0
-1000,-440,13536,34,30,192,10,0,0,0
-1164,-400,13368,39,8,189,10,-2,0,0
-1096,-376,13376,35,16,207,10,0,0,0
-1012,-336,13380,-4,18,195,10,0,0,0
-1028,-368,13424,31,20,196,10,0,0,0
-992,-404,13432,13,15,187,10,-1,0,0
-1128,-300,13396,42,17,198,10,-1,0,0
-1120,-428,13304,16,28,202,10,-1,0,0
-1060,-484,13368,22,14,208,10,-1,0,0
-1076,-400,13448,44,21,193,10,-1,0,0
-1068,-408,13316,32,27,180,10,0,0,0
-1136,-380,13416,32,29,185,10,0,0,0
-972,-492,13524,35,26,203,10,-1,0,0
-1012,-460,13452,31,13,203,10,-1,0,0
-1044,-444,13368,11,21,184,10,0,0,0
-1060,-416,13456,36,-5,197,10,-1,0,0
-1024,-420,13416,9,16,193,10,-1,0,0
-1012,-468,13348,23,-1,202,10,-1,0,0
-996,-424,13268,27,-3,210,10,-2,0,0
-1136,-464,13432,19,12,207,10,0,0,0
-1052,-380,13472,43,5,211,10,0,0,0
-1044,-476,13468,37,-1,197,10,0,0,0
-964,-472,13332,14,16,198,10,0,0,0
-1108,-396,13348,23,14,196,10,-2,0,0
-1040,-448,13272,41,11,209,10,-2,0,0
-1076,-388,13472,18,32,200,10,-2,0,0
-1100,-348,13440,21,22,200,10,0,0,0
-1140,-352,13368,20,3,203,10,0,0,0
-1156,-468,13308,7,13,203,10,-2,0,0
-1160,-536,13320,32,43,197,10,-2,0,0
-1068,-360,13416,25,10,206,10,-2,0,0
-1064,-484,13300,34,13,181,10,-2,0,0
-1088,-484,13412,14,20,193,10,0,0,0
-1140,-456,13340,23,28,208,10,0,0,0
-1064,-440,13312,48,12,211,10,0,0,0
-992,-408,13452,43,26,208,10,0,0,0
-1124,-496,13312,36,8,202,10,0,0,0
-1052,-428,13424,18,11,190,10,-2,0,0
-980,-404,13288,25,31,190,10,-2,0,0
-1072,-548,13452,5,20,192,10,0,0,0
-1076,-372,13376,27,48,199,10,0,0,0
-1160,-444,13296,14,8,189,10,-2,0,0
-1060,-380,13336,15,8,200,10,0,0,0
-1148,-360,13328,46,21,210,10,-2,0,0
-1024,-392,13420,38,9,197,10,-2,0,0
-1184,-512,13476,42,20,203,10,0,0,0
-1164,-392,13420,24,50,192,10,0,0,0
-1152,-380,13420,31,-1,204,10,0,0,0
-1064,-500,13492,21,12,203,10,0,0,0
-1056,-440,13392,17,9,187,10,0,0,0
-1064,-400,13444,22,11,170,10,0,0,0
-1152,-448,13336,13,33,209,10,0,0,0
-1044,-440,13356,22,6,194,10,0,0,0
-1068,-448,13488,33,0,205,10,-2,0,0
-1064,-356,13376,45,14,203,10,-2,0,0
-1096,-384,13344,41,19,193,10,0,0,0
-1044,-416,13364,40,26,202,10,-2,0,0
-1076,-372,13432,38,17,178,10,-2,0,0
-976,-440,13460,48,19,201,10,0,0,0
-1020,-416,13476,14,9,183,10,0,0,0
-1156,-440,13420,17,9,193,10,-2,0,0
-960,-416,13396,6,23,203,10,-2,0,0
-1116,-432,13420,14,20,206,10,0,0,0
-1216,-556,13412,34,40,199,10,-2,0,0
-1088,-456,13280,32,30,205,10,-2,0,0
-1160,-388,13388,26,9,211,10,0,0,0
-1052,-432,13484,19,6,200,10,-2,0,0
-1052,-416,13396,34,15,209,10,-2,0,0
-1180,-456,13420,44,28,208,10,-2,0,0
-1092,-344,13416,26,24,192,10,-2,0,0
-1192,-464,13344,31,44,200,10,0,0,0
-1108,-480,13356,27,9,191,10,-2,0,0
-1088,-452,13512,37,21,201,10,-2,0,0
-1172,-448,13420,24,6,210,10,-2,0,0
-1052,-424,13396,29,31,175,10,-2,0,0
-1064,-484,13496,49,29,197,10,-2,0,0
-1096,-440,13384,30,25,181,10,-2,0,0
-1064,-376,13448,26,16,206,10,-2,0,0
-1056,-420,13152,31,14,197,10,-2,0,0
-1104,-464,13424,53,18,202,10,0,0,0
-1124,-460,13492,27,23,203,10,-2,0,0
-1020,-432,13372,26,21,198,10,-2,0,0
-1044,-376,13420,16,20,197,10,-2,0,0
-1044,-380,13376,35,12,200,10,-2,0,0
-964,-372,13348,22,29,189,10,-2,0,0
-1140,-344,13296,36,6,211,10,0,0,0
-1072,-520,13288,37,23,205,10,-2,0,0
-1096,-352,13320,39,23,215,10,-2,0,0
-952,-432,13356,23,11,199,10,-2,0,0
-1032,-484,13440,18,16,192,10,-2,0,0
-1096,-348,13340,38,23,192,10,0,0,0
-1176,-408,13344,14,17,196,10,0,0,0
-1024,-452,13376,32,16,211,10,0,0,0
-1076,-400,13416,24,30,200,10,-2,0,0
-1148,-456,13408,36,20,192,10,-2,0,0
-984,-436,13540,38,4,196,10,0,0,0
-1016,-296,13496,24,24,193,10,0,0,0
-1004,-484,13416,38,19,198,10,0,0,0
-1120,-392,13380,23,10,185,10,0,0,0
-1228,-416,13348,31,11,203,10,-2,0,0
-1124,-396,13424,41,16,193,10,-2,0,0
-1136,-488,13524,36,17,202,10,0,0,0
-1060,-436,13520,23,24,200,10,0,0,0
-1020,-432,13392,40,10,222,10,0,0,0
-1080,-380,13484,25,21,183,10,0,0,0
-1068,-408,13388,39,17,196,10,0,0,0
-1112,-468,13316,37,9,186,10,-2,0,0
-1048,-388,13528,31,25,185,10,0,0,0
-1136,-464,13236,19,30,195,10,-2,0,0
-1092,-396,13300,36,4,206,10,-2,0,0
-1108,-448,13588,24,35,204,10,0,0,0
-1100,-344,13344,36,16,219,10,0,0,0
-1044,-504,13376,17,24,216,10,0,0,0
-1032,-460,13424,21,5,191,10,0,0,0
-1080,-432,13376,40,24,190,10,0,0,0
-1112,-412,13440,28,-21,193,10,-2,0,0
-1156,-408,13432,35,35,196,10,0,0,0
-1148,-468,13384,43,19,211,10,0,0,0
-1064,-396,13448,48,1,207,10,0,0,0
-1000,-472,13432,23,16,187,10,-2,0,0
-1008,-460,13476,25,21,204,10,-2,0,0
-972,-464,13468,29,21,198,10,0,0,0
-1200,-480,13396,31,2,194,10,0,0,0
-1124,-376,13476,18,17,185,10,0,0,0
-1012,-300,13308,33,6,196,10,0,0,0
-952,-436,13372,25,7,205,10,0,0,0
-1068,-460,13308,23,27,224,10,-2,0,0
-1020,-364,13496,24,-4,210,10,0,0,0
-1080,-396,13420,50,9,185,10,0,0,0
-1112,-448,13384,20,20,182,10,-2,0,0
-1084,-392,13260,29,9,199,10,-2,0,0
-1080,-392,13432,30,20,196,10,-2,0,0
-1004,-416,13384,30,31,210,10,-2,0,0
-1060,-516,13416,18,15,203,10,0,0,0
-1008,-416,13296,24,10,198,10,0,0,0
-1112,-540,13472,33,12,208,10,0,0,0
-1076,-452,13400,37,18,203,10,0,0,0
-1224,-460,13532,32,-2,198,10,0,0,0
-940,-520,13268,41,24,181,10,0,0,0
-1056,-396,13412,32,38,197,10,-2,0,0
-1060,-416,13436,39,44,206,10,-2,0,0
-976,-436,13364,26,22,183,10,-2,0,0
-1016,-412,13428,17,24,194,10,0,0,0
-1120,-420,13388,40,22,197,10,0,0,0
-1024,-528,13420,17,18,183,10,-2,0,0
-1044,-560,13304,19,12,211,10,-2,0,0
-1060,-404,13428,22,39,193,10,-2,0,0
-1040,-496,13380,36,0,194,10,-2,0,0
-1124,-400,13400,30,7,190,10,-2,0,0
-1064,-428,13320,44,13,202,10,-2,0,0
-1012,-424,13260,26,50,201,10,-2,0,0
-1036,-400,13408,26,9,201,10,-2,0,0
-1088,-504,13364,26,42,208,10,-2,0,0
-964,-308,13304,31,11,186,10,-2,0,0
-1128,-420,13572,38,-4,213,10,-2,0,0
-944,-420,13280,41,10,195,10,-2,0,0
-1200,-456,13528,15,23,213,10,-2,0,0
-1044,-516,13280,4,25,195,10,-2,0,0
-1092,-416,13400,35,15,219,10,0,0,0
-1032,-440,13280,39,15,186,10,0,0,0
-1116,-412,13548,24,26,205,10,0,0,0
-1024,-480,13444,34,18,198,10,0,0,0
-1104,-368,13476,28,-14,204,10,-2,0,0
-1140,-424,13456,23,-6,194,10,-2,0,0
-1096,-452,13492,26,14,210,10,-2,0,0
-1112,-396,13496,28,3,198,10,-2,0,0
-1000,-448,13376,29,-12,190,10,-2,0,0
-1076,-400,13296,21,25,184,10,0,0,0
-1172,-520,13472,28,9,208,10,0,0,0
-1136,-424,13368,31,24,194,10,-2,0,0
-1120,-424,13352,23,36,185,10,0,0,0
-1068,-404,13264,21,22,175,10,0,0,0
-1132,-452,13380,23,25,197,10,-2,0,0
-1012,-496,13516,34,-7,195,10,0,0,0
-1104,-448,13392,19,5,188,10,0,0,0
-1068,-440,13524,37,3,207,10,0,0,0
-1116,-440,13372,15,16,201,10,0,0,0
-1012,-480,13360,23,10,180,10,0,0,0
-948,-492,13392,32,11,179,10,0,0,0
-1156,-452,13336,28,29,203,10,-2,0,0
-1084,-420,13340,33,20,195,10,-2,0,0
-1016,-508,13288,52,26,194,10,-2,0,0
-1072,-432,13344,32,5,203,10,-2,0,0
-1040,-460,13400,42,37,203,10,-2,0,0
-1008,-516,13636,31,11,194,10,-2,0,0
-1008,-520,13360,27,14,192,10,0,0,0
-1044,-404,13404,39,22,203,10,0,0,0
-992,-416,13284,42,14,193,10,0,0,0
-1088,-416,13324,39,10,208,10,0,0,0
-1244,-440,13308,19,-10,200,10,0,0,0
-1036,-396,13352,34,16,208,10,-2,0,0
-1064,-388,13352,47,35,209,10,-2,0,0
-1068,-348,13404,41,18,176,10,-2,0,0
-1076,-460,13456,47,23,210,10,-2,0,0
-1068,-488,13284,33,15,210,10,-2,0,0
-1136,-508,13396,34,-6,202,10,-2,0,0
-1040,-420,13284,28,9,190,10,0,0,0
-1060,-508,13416,21,7,225,10,0,0,0
-956,-464,13316,17,23,197,10,0,0,0
-968,-484,13332,32,13,194,10,0,0,0
-1116,-424,13444,28,30,191,10,0,0,0
-1060,-504,13504,-3,21,186,10,-2,0,0
-1140,-396,13388,29,6,201,10,0,0,0
-1124,-436,13328,3,12,207,10,-2,0,0
-1144,-460,13376,17,5,196,10,0,0,0
-1008,-528,13444,37,28,206,10,0,0,0
-976,-500,13364,24,18,201,10,0,0,0
-1080,-364,13464,10,21,206,10,-2,0,0
-1140,-380,13444,32,15,209,10,-2,0,0
-1048,-528,13420,26,27,208,10,0,0,0
-1044,-376,13440,30,13,188,10,0,0,0
-1000,-436,13356,30,20,190,10,0,0,0
-968,-432,13416,34,20,190,10,-2,0,0
-1104,-408,13456,9,21,203,10,-2,0,0
-1060,-360,13348,36,17,199,10,-2,0,0
-1064,-404,13460,43,1,201,10,-2,0,0
-1052,-432,13408,30,9,165,10,-2,0,0
-964,-400,13400,38,-9,206,10,-2,0,0
-1172,-408,13384,22,31,218,10,-2,0,0
-1168,-300,13480,39,1,191,10,-2,0,0
-1164,-496,13360,15,15,191,10,-2,0,0
-1040,-472,13464,26,16,190,10,-2,0,0
-992,-356,13388,17,23,201,10,0,0,0
-1068,-436,13244,38,16,190,10,0,0,0
-1112,-488,13276,39,12,212,10,0,0,0
-1068,-468,13264,34,8,205,10,0,0,0
-1104,-408,13296,42,0,193,10,0,0,0
-1144,-372,13412,34,15,201,10,0,0,0
-884,-372,13408,30,21,205,10,0,0,0
-1164,-440,13364,33,19,197,10,0,0,0
-1072,-440,13360,29,36,223,10,0,0,0
-1108,-520,13408,32,24,207,10,-2,0,0
-1028,-476,13364,16,22,204,10,-2,0,0
-1028,-468,13272,11,13,197,10,0,0,0
-1032,-396,13248,17,12,182,10,0,0,0
-1032,-384,13376,34,10,209,10,-2,0,0
-1136,-424,13264,7,9,198,10,-2,0,0
-1192,-420,13432,30,21,186,10,-2,0,0
-1108,-464,13404,23,19,191,10,0,0,0
-1152,-492,13524,32,11,203,10,0,0,0
-1068,-424,13420,32,12,183,10,-2,0,0
-1100,-348,13372,15,29,203,10,0,0,0
-1008,-432,13408,26,18,204,10,0,0,0
-1044,-484,13264,51,24,200,10,0,0,0
-1124,-320,13424,8,23,193,10,0,0,0
-1120,-396,13260,47,1,182,10,-1,0,0
-1016,-464,13284,53,20,196,10,0,0,0
-1008,-476,13340,36,1,184,10,0,0,0
-1052,-364,13384,11,21,205,10,0,0,0
-1080,-456,13404,23,25,190,10,0,0,0
-996,-424,13360,26,7,195,10,-1,0,0
-1132,-476,13304,15,5,209,10,-1,0,0
-984,-520,13360,41,9,190,10,-1,0,0
-1016,-480,13448,45,28,186,10,-1,0,0
-1156,-420,13408,31,14,192,10,-1,0,0
-1084,-480,13336,9,25,191,10,-1,0,0
-968,-452,13364,45,33,188,10,-1,0,0
-1104,-384,13392,45,-4,197,10,-2,0,0
-1016,-308,13292,35,43,202,10,-2,0,0
-1160,-484,13304,36,31,190,10,-2,0,0
-1096,-412,13268,19,17,209,10,-2,0,0
-1020,-492,13308,30,17,212,10,0,0,0
-1156,-476,13440,35,18,202,10,0,0,0
-1116,-416,13456,20,18,203,10,0,0,0
-1092,-456,13464,38,35,193,10,-2,0,0
-1156,-348,13272,29,51,190,10,-2,0,0
-1072,-404,13400,34,22,182,10,-2,0,0
-968,-480,13476,31,35,190,10,-2,0,0
-1124,-332,13360,32,11,196,10,0,0,0
-1124,-368,13156,25,33,207,10,0,0,0
-1060,-452,13252,16,-2,198,10,-2,0,0
-1132,-436,13456,34,2,189,10,-2,0,0
-1132,-464,13468,15,-10,199,10,-2,0,0
-1000,-532,13380,30,26,209,10,-2,0,0
-1120,-472,13460,10,25,197,10,-2,0,0
-1056,-436,13292,38,27,196,10,-2,0,0
-988,-568,13412,38,39,214,10,-2,0,0
-1184,-412,13236,25,10,186,10,-2,0,0
-1024,-372,13468,7,-2,208,10,-2,0,0
-1080,-400,13336,40,30,195,10,-2,0,0
-1096,-440,13368,11,33,200,10,-2,0,0
-1032,-432,13404,27,24,199,10,-2,0,0
-1116,-492,13396,35,20,197,10,-2,0,0
-1100,-512,13284,22,-8,186,10,-2,0,0
-992,-448,13380,13,4,195,10,0,0,0
-1044,-456,13244,17,-6,180,10,0,0,0
-1032,-428,13440,41,14,195,10,0,0,0
-1252,-544,13400,28,27,201,10,-2,0,0
-1080,-380,13344,37,17,187,10,-2,0,0
-1076,-376,13240,26,3,191,10,-2,0,0
-1068,-440,13364,42,30,177,10,-2,0,0
-988,-392,13272,12,20,198,10,-2,0,0
-1172,-388,13388,24,14,201,10,-2,0,0
-1088,-456,13280,25,30,197,10,-2,0,0
-1128,-428,13440,20,7,220,10,0,0,0
-1080,-456,13264,48,8,211,10,-2,0,0
-936,-432,13356,41,12,205,10,0,0,0
-1056,-484,13456,23,21,203,10,0,0,0
-1056,-432,13420,32,22,192,10,0,0,0
-1020,-432,13356,27,-4,209,10,-2,0,0
-1128,-464,13272,25,25,203,10,-2,0,0
-1140,-368,13444,32,15,207,10,-2,0,0
-1052,-512,13452,23,26,196,10,0,0,0
-1080,-452,13320,43,2,210,10,0,0,0
-1052,-424,13380,34,11,194,10,-2,0,0
-1068,-504,13364,4,20,197,10,-2,0,0
-1156,-360,13364,20,12,194,10,-2,0,0
-940,-432,13236,50,19,187,10,0,0,0
-1000,-496,13424,32,10,193,10,-2,0,0
-1012,-456,13360,52,6,180,10,0,0,0
-1072,-468,13452,23,21,197,10,0,0,0
-1036,-464,13368,26,9,189,10,0,0,0
-1128,-396,13284,11,7,188,10,0,0,0
-1044,-520,13304,20,0,200,10,0,0,0
-1068,-356,13384,20,-11,213,10,0,0,0
-1008,-388,13464,23,34,187,10,0,0,0
-1104,-436,13284,17,7,220,10,0,0,0
-1108,-408,13404,19,40,206,10,0,0,0
-1056,-312,13348,21,14,206,10,-2,0,0
-1172,-408,13404,43,19,189,10,0,0,0
-1120,-524,13384,38,8,181,10,-1,0,0
-1108,-396,13252,38,3,216,10,-1,0,0
-1056,-448,13344,39,15,210,10,0,0,0
-1140,-324,13352,37,11,194,10,0,0,0
-1140,-384,13284,39,23,196,10,-1,0,0
-1008,-424,13528,12,27,200,10,-1,0,0
-1100,-516,13440,50,25,179,10,-1,0,0
-1032,-440,13464,55,24,213,10,0,0,0
-1108,-444,13344,39,22,208,10,-1,0,0
-1092,-480,13304,21,20,188,10,0,0,0
-1024,-484,13388,29,14,200,10,0,0,0
-972,-372,13316,16,-12,188,10,0,0,0
-1180,-400,13396,35,31,205,10,0,0,0
-1108,-396,13372,25,5,180,10,-2,0,0
-988,-460,13360,14,40,191,10,-2,0,0
-1104,-396,13268,22,31,197,10,-2,0,0
-1076,-460,13304,29,11,200,10,-2,0,0
-1056,-464,13452,27,5,203,10,0,0,0
-1028,-440,13344,28,15,192,10,-2,0,0
-1016,-484,13484,17,19,167,10,-2,0,0
-1036,-472,13380,28,4,195,10,0,0,0
-1068,-472,13412,25,4,209,10,0,0,0
-1052,-372,13348,30,8,190,10,-2,0,0
-1116,-412,13272,29,19,216,10,0,0,0
-968,-332,13324,22,24,194,10,0,0,0
-1024,-388,13512,27,16,193,10,0,0,0
-1148,-416,13396,23,0,205,10,-2,0,0
-1124,-452,13412,26,22,204,10,0,0,0
-1060,-468,13304,19,24,196,10,0,0,0
-936,-480,13316,17,25,174,10,-2,0,0
-1132,-392,13324,34,33,204,10,-2,0,0
-1080,-496,13320,34,22,212,10,0,0,0
-1016,-288,13296,27,16,183,10,-2,0,0
-1164,-392,13424,32,14,191,10,0,0,0
-1172,-476,13308,25,6,186,10,-2,0,0
-1024,-396,13408,19,-11,175,10,-2,0,0
-1184,-420,13400,40,-5,189,10,0,0,0
-1136,-316,13264,39,9,208,10,0,0,0
-1112,-444,13376,34,10,200,10,-2,0,0
-1156,-432,13352,38,31,195,10,-2,0,0
-1148,-456,13200,26,31,187,10,0,0,0
-1076,-472,13236,37,32,190,10,0,0,0
-1104,-460,13280,38,36,188,10,-2,0,0
-904,-404,13524,39,14,200,10,-2,0,0
-976,-496,13536,33,32,186,10,0,0,0
-1100,-424,13292,39,30,190,10,0,0,0
-1076,-304,13392,44,0,198,10,0,0,0
-1108,-328,13416,27,22,181,10,0,0,0
-1096,-512,13408,36,12,187,10,0,0,0
-1152,-356,13308,35,5,199,10,0,0,0
-1156,-420,13380,35,29,207,10,0,0,0
-1080,-452,13376,29,24,178,10,-2,0,0
-1108,-460,13296,43,29,198,10,0,0,0
-1028,-440,13320,23,30,182,10,0,0,0
-1156,-392,13220,9,23,182,10,0,0,0
-1192,-424,13384,36,25,214,10,-2,0,0
-1020,-376,13352,20,-2,182,10,0,0,0
-1096,-364,13448,24,14,198,10,0,0,0
-1072,-356,13472,1,-4,185,10,0,0,0
-1068,-540,13368,26,21,187,10,0,0,0
-980,-436,13272,31,-5,214,10,0,0,0
-1148,-456,13448,32,6,199,10,-2,0,0
-936,-428,13276,24,21,197,10,-2,0,0
-1168,-504,13428,11,37,199,10,-2,0,0
-984,-312,13316,28,44,197,10,-2,0,0
-1032,-472,13396,38,30,196,10,-2,0,0
-964,-472,13532,9,23,203,10,0,0,0
-1072,-452,13428,27,34,195,10,-2,0,0
-1052,-340,13440,18,34,197,10,-2,0,0
-1076,-328,13320,44,6,195,10,0,0,0
-1088,-376,13428,22,10,200,10,0,0,0
-1120,-392,13440,32,37,196,10,-2,0,0
-1156,-460,13424,26,-9,204,10,-2,0,0
-1128,-516,13312,45,28,214,10,0,0,0
-1084,-392,13364,46,10,187,10,-2,0,0
-984,-436,13460,26,4,185,10,-2,0,0
-1180,-432,13516,45,32,205,10,-2,0,0
-1112,-396,13308,27,23,204,10,-2,0,0
-1036,-320,13360,14,3,197,10,0,0,0
-1052,-476,13404,8,8,199,10,-2,0,0
-1112,-436,13408,32,0,198,10,-2,0,0
-1024,-496,13308,32,11,212,10,-2,0,0
-1044,-448,13260,30,21,201,10,-2,0,0
-1156,-432,13432,22,13,194,10,0,0,0
-1060,-484,13404,31,26,210,10,-2,0,0
-1148,-400,13340,19,27,201,10,0,0,0
-1064,-456,13348,15,37,216,10,0,0,0
-1164,-492,13400,35,35,204,10,-2,0,0
-1040,-396,13336,30,15,207,10,-2,0,0
-1080,-412,13420,20,39,210,10,-2,0,0
-1172,-400,13404,46,11,202,10,0,0,0
-1076,-396,13452,12,20,195,10,0,0,0
-1148,-448,13392,22,17,199,10,-2,0,0
-1088,-476,13432,24,1,190,10,0,0,0
-1004,-408,13464,23,16,215,10,0,0,0
-1164,-436,13088,36,11,205,10,0,0,0
-1020,-424,13232,37,30,197,10,-2,0,0
-1092,-444,13260,38,12,203,10,-2,0,0
-1108,-476,13468,27,19,203,10,0,0,0
-1096,-456,13328,21,16,205,10,0,0,0
-1108,-436,13328,16,4,204,10,-2,0,0
-1008,-392,13384,34,24,202,10,-2,0,0
-1052,-432,13392,23,13,202,10,0,0,0
-1064,-436,13388,40,17,209,10,-2,0,0
-1048,-484,13288,41,14,212,10,-2,0,0
-1068,-504,13328,33,5,186,10,0,0,0
-1000,-520,13436,46,19,191,10,-2,0,0
-1188,-396,13480,40,25,199,10,-2,0,0
-1116,-376,13432,34,-2,191,10,-2,0,0
-1076,-436,13420,27,32,207,10,0,0,0
-1072,-416,13284,25,39,197,10,0,0,0
-1112,-400,13332,32,43,192,10,0,0,0
-996,-500,13440,25,26,206,10,0,0,0
-1128,-464,13388,27,-11,193,10,0,0,0
-1000,-432,13388,25,19,203,10,-2,0,0
-1044,-432,13420,19,25,199,10,-2,0,0
-1052,-460,13476,21,6,210,10,-2,0,0
-1028,-380,13516,19,21,219,10,0,0,0
-1088,-500,13260,40,6,193,10,0,0,0
-1108,-480,13420,36,2,191,10,0,0,0
-1120,-392,13452,24,28,205,10,-2,0,0
-1048,-356,13388,16,8,188,10,0,0,0
-1232,-472,13364,31,0,191,10,0,0,0
-1168,-496,13316,24,16,213,10,0,0,0
-1032,-444,13368,28,14,183,10,-2,0,0
-1088,-488,13464,40,4,203,10,-2,0,0
-992,-472,13484,47,48,200,10,-2,0,0
-1044,-404,13516,7,9,203,10,-2,0,0
-1076,-436,13476,41,22,211,10,-2,0,0
