xAcc, yAcc, zAcc, xGyro, yGyro, zGyro, steeringPercent, acceleratorPercent, coures, targetCourse
-1076,-388,13152,23,7,199,10,0,0,0
-1092,-392,13464,39,29,187,10,0,0,0
-1156,-424,13412,44,26,183,10,-2,0,0
-1220,-416,13204,32,22,217,10,-2,0,0
-1156,-396,13340,22,3,202,10,-2,0,0
-1060,-416,13428,25,23,197,10,0,0,0
-1092,-488,13500,27,23,205,10,0,0,0
-1172,-500,13412,30,8,200,10,-2,0,0
-1008,-436,13512,22,14,190,10,-2,0,0
-920,-408,13416,32,8,182,10,0,0,0
-1024,-424,13396,13,26,201,10,0,0,0
-1140,-516,13376,18,16,207,10,0,0,0
-1128,-464,13536,28,2,194,10,-2,0,0
-1184,-452,13384,37,4,201,10,-2,0,0
-1096,-424,13336,21,31,199,10,-2,0,0
-1244,-376,13320,23,14,215,10,-2,0,0
-1072,-356,13384,22,4,190,10,-2,0,0
-1092,-364,13372,27,11,200,10,0,0,0
-1000,-440,13492,31,7,197,10,-2,0,0
-1192,-476,13344,24,36,215,10,-2,0,0
-1100,-468,13484,26,26,202,10,0,0,0
-1060,-440,13356,22,7,200,10,0,0,0
-984,-412,13376,33,8,188,10,0,0,0
-1008,-368,13520,26,27,195,10,-2,0,0
-1128,-476,13320,31,18,203,10,-2,0,0
-1040,-452,13436,43,11,187,10,-2,0,0
-1208,-448,13308,48,21,202,10,-2,0,0
-988,-420,13268,23,43,191,10,-2,0,0
-1056,-400,13356,10,37,172,10,-2,0,0
-1004,-484,13396,18,32,180,10,-2,0,0
-1068,-416,13380,15,0,203,10,-2,0,0
-1088,-392,13400,27,23,192,10,-2,0,0
-1136,-536,13404,17,13,195,10,-2,0,0
-1024,-476,13408,38,10,205,10,0,0,0
-1008,-376,13416,35,13,215,10,0,0,0
-1100,-416,13228,14,18,206,10,-2,0,0
-1036,-480,13408,31,29,202,10,-2,0,0
-1052,-456,13340,33,5,195,10,-2,0,0
-1052,-460,13276,23,11,197,10,-2,0,0
-976,-496,13300,28,4,190,10,0,0,0
-1120,-440,13368,39,39,202,10,0,0,0
-992,-388,13420,28,36,210,10,0,0,0
-1076,-468,13320,8,29,206,10,0,0,0
-1112,-404,13376,33,36,199,10,0,0,0
-956,-440,13508,37,11,197,10,0,0,0
-1040,-500,13364,26,25,196,10,0,0,0
-1140,-480,13288,31,9,192,10,0,0,0
-1096,-508,13340,41,4,179,10,0,0,0
-1164,-380,13264,18,26,186,10,0,0,0
-1068,-496,13384,25,19,191,10,-1,0,0
-1156,-444,13328,5,0,190,10,-1,0,0
-1008,-388,13396,18,14,201,10,0,0,0
-972,-452,13404,31,30,189,10,0,0,0
-1072,-480,13392,42,15,194,10,-1,0,0
-1068,-368,13420,52,9,185,10,0,0,0
-1012,-380,13452,32,4,204,10,0,0,0
-924,-460,13424,37,6,208,10,0,0,0
-1092,-420,13324,25,17,191,10,0,0,0
-1076,-504,13328,28,9,187,10,0,0,0
-1044,-436,13596,21,0,209,10,0,0,0
-1100,-428,13388,37,18,211,10,0,0,0
-1084,-528,13236,25,15,190,10,0,0,0
-1096,-476,13444,28,17,190,10,-1,0,0
-1052,-480,13308,40,11,209,10,-1,0,0
-1064,-436,13396,41,17,217,10,0,0,0
-1136,-512,13236,40,8,199,10,0,0,0
-1088,-364,13420,21,28,189,10,0,0,0
-1100,-420,13428,48,8,186,10,0,0,0
-1084,-536,13280,31,26,203,10,-1,0,0
-1112,-488,13316,46,-20,210,10,0,0,0
-988,-428,13276,14,31,202,10,0,0,0
-1168,-384,13352,30,28,192,10,0,0,0
-1000,-464,13368,24,29,226,10,0,0,0
-1132,-388,13316,18,13,192,10,0,0,0
-1076,-436,13336,33,30,200,10,-2,0,0
-1164,-432,13436,19,-6,189,10,-2,0,0
-1092,-432,13412,32,17,212,10,-2,0,0
-1136,-464,13440,21,37,193,10,-2,0,0
-1028,-432,13312,14,36,179,10,0,0,0
-1048,-460,13336,25,26,202,10,-2,0,0
-1088,-388,13308,27,24,200,10,-2,0,0
-1184,-388,13296,15,40,206,10,-2,0,0
-1184,-496,13292,20,41,178,10,-2,0,0
-1096,-388,13372,22,14,191,10,-2,0,0
-1192,-372,13332,28,-2,193,10,-2,0,0
-1120,-420,13332,27,-5,186,10,0,0,0
-1044,-436,13212,28,14,191,10,0,0,0
-1036,-396,13420,14,15,199,10,-2,0,0
-1024,-452,13340,22,34,206,10,-2,0,0
-1172,-440,13500,35,34,211,10,-2,0,0
-1172,-444,13364,18,36,206,10,-2,0,0
-1104,-416,13392,36,20,196,10,0,0,0
-1140,-424,13344,28,27,197,10,0,0,0
-1108,-392,13400,45,8,184,10,0,0,0
-1068,-400,13380,22,-1,199,10,0,0,0
-1012,-372,13436,19,-2,205,10,-2,0,0
-1072,-332,13304,25,20,205,10,-2,0,0
-1116,-436,13336,14,36,191,10,-2,0,0
-988,-420,13348,26,14,196,10,-2,0,0
-1132,-432,13556,18,-5,193,10,-2,0,0
-1100,-356,13384,39,16,184,10,-2,0,0
-1104,-428,13384,24,23,188,10,-2,0,0
-1056,-412,13376,28,34,185,10,0,0,0
-984,-484,13324,27,27,201,10,0,0,0
-1064,-396,13368,32,15,195,10,-2,0,0
-1016,-408,13440,15,34,216,10,0,0,0
-1032,-452,13344,31,21,200,10,-2,0,0
-1112,-444,13356,37,12,211,10,-2,0,0
-1164,-512,13384,19,19,195,10,0,0,0
-1140,-376,13368,29,31,197,10,0,0,0
-1052,-420,13412,25,23,188,10,-2,0,0
-1000,-528,13372,30,14,201,10,-2,0,0
-996,-532,13328,40,-1,204,11,-2,0,0
-976,-436,13424,14,15,187,11,-2,0,0
-1036,-444,13288,1,36,186,11,0,0,0
-1012,-492,13356,42,27,202,11,0,0,0
-1132,-544,13524,23,25,210,11,0,0,0
-1144,-480,13336,28,5,187,11,-2,0,0
-1132,-416,13368,26,34,196,11,-2,0,0
-1116,-432,13320,30,7,209,11,0,0,0
-1056,-364,13416,36,28,202,11,-2,0,0
-844,-424,13532,45,26,207,11,0,0,0
-1092,-432,13292,30,21,179,11,0,0,0
-1028,-396,13276,28,17,202,11,0,0,0
-1176,-420,13400,43,18,194,11,-2,0,0
-1060,-452,13432,34,20,186,10,-2,0,0
-1048,-520,13352,41,30,185,10,0,0,0
-1052,-504,13424,10,-18,203,10,0,0,0
-1064,-404,13296,53,17,183,10,-2,0,0
-1124,-376,13404,16,17,186,10,-2,0,0
-1008,-432,13416,30,10,205,10,-2,0,0
-1112,-464,13296,17,42,195,10,-2,0,0
-1096,-320,13372,24,33,209,10,-2,0,0
-1044,-364,13452,26,15,185,10,-2,0,0
-1144,-508,13492,26,7,204,10,0,0,0
-1004,-316,13264,25,21,201,10,-2,0,0
-1064,-456,13340,6,41,194,10,0,0,0
-1112,-568,13344,19,-10,229,10,0,0,0
-1024,-348,13500,24,23,186,10,-2,0,0
-1144,-488,13336,22,17,216,10,0,0,0
-1140,-480,13448,18,11,198,10,-2,0,0
-1164,-472,13284,46,22,214,10,-2,0,0
-1060,-560,13236,37,8,194,10,-2,0,0
-1016,-376,13428,17,24,203,10,-2,0,0
-1104,-392,13264,44,4,191,10,-2,0,0
-984,-380,13504,35,4,221,10,-2,0,0
-1048,-388,13364,30,0,202,10,0,0,0
-1072,-424,13456,30,31,198,10,0,0,0
-944,-420,13320,20,21,195,10,-2,0,0
-1040,-448,13364,35,-8,211,10,-2,0,0
-996,-504,13400,31,-6,200,10,-2,0,0
-1004,-424,13288,35,20,201,10,-2,0,0
-980,-412,13176,19,11,200,10,-2,0,0
-1060,-460,13408,15,27,200,10,0,0,0
-1196,-444,13316,25,10,194,10,-2,0,0
-1036,-400,13192,26,20,202,10,-2,0,0
-1176,-468,13424,21,23,194,10,-2,0,0
-1140,-340,13352,31,-17,205,10,-2,0,0
-1088,-392,13324,23,3,208,10,0,0,0
-1000,-472,13424,37,17,215,10,-2,0,0
-944,-504,13292,19,15,189,10,-2,0,0
-1120,-444,13448,22,23,201,10,-2,0,0
-1092,-348,13228,8,29,191,10,-2,0,0
-1024,-432,13376,13,31,198,10,-2,0,0
-1064,-420,13324,54,15,204,10,-2,0,0
-1000,-448,13352,43,16,206,10,-2,0,0
-1100,-440,13456,34,35,198,10,-2,0,0
-1024,-432,13408,32,0,208,10,-2,0,0
-1096,-544,13472,24,58,200,10,0,0,0
-1120,-468,13344,29,3,201,10,0,0,0
-1052,-460,13408,16,20,183,10,-2,0,0
-1080,-444,13404,32,23,194,10,-2,0,0
-1140,-484,13380,52,12,207,10,-2,0,0
-940,-388,13440,24,35,186,10,0,0,0
-1132,-460,13476,18,28,193,10,0,0,0
-1068,-360,13344,39,16,185,10,-2,0,0
-1064,-428,13336,16,12,198,10,-2,0,0
-1052,-376,13396,34,10,196,10,0,0,0
-1096,-480,13328,38,26,195,10,0,0,0
-1036,-400,13324,32,0,199,10,-2,0,0
-1044,-388,13344,41,6,213,10,-2,0,0
-1028,-456,13464,24,29,191,10,0,0,0
-1092,-416,13400,36,12,196,10,0,0,0
-1044,-376,13328,23,35,196,10,-2,0,0
-1064,-536,13400,27,11,193,10,0,0,0
-1056,-468,13476,21,9,186,10,0,0,0
-964,-384,13432,28,11,184,10,0,0,0
-1160,-488,13368,49,17,213,10,0,0,0
-1048,-516,13472,29,16,200,10,-2,0,0
-1140,-396,13492,22,17,192,10,-2,0,0
-1084,-424,13316,37,8,192,10,-2,0,0
-1144,-492,13364,31,10,200,10,-2,0,0
-1116,-396,13464,20,46,177,10,0,0,0
-1036,-476,13388,29,11,197,10,0,0,0
-1144,-432,13404,6,18,207,10,0,0,0
-1036,-512,13400,15,30,192,10,0,0,0
-1088,-452,13336,5,23,196,10,-2,0,0
-1012,-480,13340,25,12,191,10,0,0,0
-1044,-436,13468,29,11,209,10,-2,0,0
-1192,-436,13360,28,24,204,10,-2,0,0
-1076,-524,13392,21,6,205,11,-2,0,0
-1068,-424,13364,35,31,210,11,-2,0,0
-1044,-472,13316,19,16,204,11,-2,0,0
-1108,-464,13400,41,29,199,11,0,0,0
-1128,-460,13340,38,43,187,11,-2,0,0
-1016,-400,13468,23,13,215,11,-2,0,0
-1140,-480,13412,18,14,199,11,-2,0,0
-1120,-432,13404,42,10,197,11,-2,0,0
-1156,-468,13356,24,12,201,11,-2,0,0
-1112,-508,13396,26,7,212,11,-2,0,0
-1092,-300,13324,17,0,195,11,0,0,0
-1100,-428,13480,8,31,189,11,0,0,0
-1040,-396,13264,25,0,188,11,-2,0,0
-1044,-416,13404,11,41,181,10,-2,0,0
-1096,-456,13368,31,6,183,10,-2,0,0
-1156,-460,13404,20,36,200,10,0,0,0
-972,-468,13408,40,22,206,10,-2,0,0
-1068,-536,13432,56,22,202,10,0,0,0
-928,-452,13452,30,11,197,10,0,0,0
-980,-464,13516,6,24,193,10,-2,0,0
-1080,-328,13364,24,-4,192,10,-2,0,0
-1156,-412,13544,17,29,206,10,-2,0,0
-1076,-508,13396,10,10,201,10,-2,0,0
-996,-488,13412,36,13,214,10,-2,0,0
-1016,-480,13316,34,23,197,10,-2,0,0
-1052,-448,13304,14,14,195,10,-2,0,0
-1084,-456,13280,20,6,194,11,-2,0,0
-1104,-484,13408,40,10,222,11,0,0,0
-1120,-412,13296,51,1,207,11,0,0,0
-1052,-416,13240,5,37,201,11,-2,0,0
-1064,-444,13476,56,1,202,11,-2,0,0
-972,-424,13488,29,29,205,11,-2,0,0
-1112,-320,13520,30,24,196,11,0,0,0
-1076,-404,13280,30,18,193,11,0,0,0
-1116,-460,13396,23,23,197,11,-2,0,0
-1040,-452,13260,20,5,192,11,0,0,0
-1060,-412,13316,31,20,194,11,-2,0,0
-1092,-432,13420,12,25,190,11,-2,0,0
-1128,-416,13372,27,14,194,11,-2,0,0
-1076,-476,13248,44,31,206,11,-2,0,0
-1128,-460,13508,52,24,206,11,0,0,0
-1172,-492,13404,29,4,220,11,-2,0,0
-1080,-420,13360,26,19,192,11,-2,0,0
-1152,-436,13388,17,17,205,11,-2,0,0
-1044,-440,13396,28,16,203,11,0,0,0
-1008,-424,13308,8,7,184,11,0,0,0
-1152,-472,13360,18,-5,194,11,-2,0,0
-1088,-420,13436,31,17,194,11,-2,0,0
-1052,-404,13364,37,11,195,11,-2,0,0
-1044,-440,13416,29,15,184,11,-2,0,0
-1076,-408,13532,52,20,179,11,-2,0,0
-1076,-424,13340,30,6,174,10,-2,0,0
-1108,-312,13360,36,7,183,10,-2,0,0
-1032,-396,13432,24,18,201,10,0,0,0
-1080,-388,13296,26,-9,209,10,-2,0,0
-1008,-444,13452,34,12,198,10,0,0,0
-1024,-464,13500,8,18,209,10,0,0,0
-1044,-424,13320,19,26,196,10,0,0,0
-1068,-456,13348,27,-4,203,10,-2,0,0
-1108,-424,13336,33,9,192,10,-2,0,0
-1080,-496,13380,19,21,173,10,0,0,0
-1032,-504,13196,24,29,184,10,-2,0,0
-1100,-520,13344,23,20,187,10,0,0,0
-1048,-400,13336,24,21,188,10,0,0,0
-992,-364,13392,31,21,199,10,-2,0,0
-1040,-380,13516,29,21,196,10,-2,0,0
-1016,-332,13448,22,24,201,10,0,0,0
-1072,-396,13416,20,26,190,10,0,0,0
-1088,-460,13276,49,3,174,10,0,0,0
-1152,-488,13396,18,37,197,10,0,0,0
-1056,-464,13388,19,26,197,10,-2,0,0
-1000,-432,13236,44,23,205,10,-2,0,0
-1140,-384,13328,20,38,204,10,-2,0,0
-1052,-336,13404,34,15,180,10,0,0,0
-1136,-444,13472,49,35,182,10,-2,0,0
-1140,-352,13420,40,12,205,10,0,0,0
-1080,-316,13476,22,33,188,10,-2,0,0
-1024,-388,13408,17,0,195,10,-2,0,0
-984,-476,13476,16,16,194,10,0,0,0
-1180,-496,13296,25,17,207,10,-2,0,0
-996,-508,13296,7,29,193,10,0,0,0
-1096,-440,13164,13,18,202,10,0,0,0
-1120,-372,13440,34,23,211,10,0,0,0
-1232,-500,13420,30,1,208,10,-2,0,0
-980,-436,13496,23,17,184,10,-2,0,0
-1092,-360,13284,36,24,178,10,-2,0,0
-992,-516,13352,39,36,204,10,0,0,0
-1040,-436,13400,38,14,192,10,0,0,0
-1024,-416,13384,-5,29,198,10,-2,0,0
-1056,-348,13376,33,36,217,10,-2,0,0
-956,-508,13300,26,12,202,10,0,0,0
-1060,-532,13388,28,28,216,10,0,0,0
-1148,-460,13424,22,15,194,10,-2,0,0
-1044,-500,13368,21,18,194,10,0,0,0
-1024,-376,13388,48,29,195,10,0,0,0
-1140,-448,13296,40,43,204,10,0,0,0
-1028,-504,13400,32,16,196,10,0,0,0
-1100,-468,13452,13,36,203,10,0,0,0
-1112,-484,13460,44,5,199,10,0,0,0
-1208,-384,13340,26,20,198,10,0,0,0
-1068,-492,13264,14,9,193,10,0,0,0
-1100,-520,13328,5,18,200,10,0,0,0
-992,-488,13328,17,8,200,10,-1,0,0
-1004,-404,13464,23,29,198,10,-1,0,0
-1008,-564,13292,17,-4,195,10,0,0,0
-1040,-476,13536,37,20,215,10,0,0,0
-1092,-460,13300,14,27,199,10,0,0,0
-1064,-440,13384,33,-4,194,10,-1,0,0
-1060,-472,13280,31,24,181,10,-1,0,0
-1060,-412,13296,43,19,185,10,-1,0,0
-1064,-444,13540,32,28,195,10,-1,0,0
-1060,-452,13300,51,20,215,10,-1,0,0
-1036,-484,13444,27,15,188,10,0,0,0
-1104,-444,13412,32,17,195,10,-1,0,0
-1052,-476,13380,23,22,197,10,-2,0,0
-1120,-380,13368,33,25,200,10,-2,0,0
-1024,-548,13400,19,38,184,10,0,0,0
-1132,-412,13320,36,6,200,10,0,0,0
-1116,-436,13600,26,23,194,10,-2,0,0
-1096,-488,13300,38,19,207,10,-2,0,0
-1068,-540,13452,25,17,186,10,-2,0,0
-1224,-452,13424,12,23,204,10,0,0,0
-1168,-416,13288,26,37,200,10,-2,0,0
-1100,-452,13380,19,26,197,10,-2,0,0
-1040,-364,13356,30,28,193,10,0,0,0
-1068,-436,13384,32,5,194,10,0,0,0
-936,-396,13292,32,10,195,10,-2,0,0
-1092,-544,13468,43,19,201,10,-2,0,0
-1120,-456,13344,23,23,210,10,0,0,0
-1088,-364,13388,19,23,218,10,0,0,0
-1052,-376,13308,16,13,193,10,-2,0,0
-988,-440,13288,24,15,194,10,0,0,0
-972,-372,13536,20,-2,186,10,0,0,0
-1120,-452,13444,22,12,200,10,-2,0,0
-1044,-424,13388,23,24,196,10,-2,0,0
-1104,-464,13464,31,19,191,10,-2,0,0
-1144,-456,13312,48,39,216,10,0,0,0
-1044,-400,13356,36,16,172,10,0,0,0
-1108,-552,13360,15,4,195,10,0,0,0
-1004,-424,13380,40,22,189,10,0,0,0
-892,-432,13456,24,8,202,10,-2,0,0
-1060,-456,13364,17,8,196,10,-2,0,0
-1104,-492,13472,15,30,189,10,0,0,0
-1096,-412,13512,29,20,209,10,0,0,0
-1088,-360,13416,39,10,187,10,0,0,0
-1060,-468,13484,21,17,181,10,0,0,0
-1168,-468,13396,40,12,195,10,0,0,0
-1032,-372,13356,21,32,208,10,0,0,0
-1148,-448,13424,35,47,190,10,0,0,0
-1092,-396,13504,22,19,212,10,-2,0,0
-1148,-524,13460,46,39,212,10,-2,0,0
-1136,-480,13340,29,23,218,10,0,0,0
-1092,-412,13352,25,21,190,10,0,0,0
-1124,-480,13508,23,-7,174,10,-2,0,0
-1072,-520,13344,49,14,217,10,0,0,0
-1144,-428,13352,19,20,216,10,0,0,0
-1088,-496,13320,45,14,197,10,0,0,0
-1156,-420,13364,1,19,203,10,0,0,0
-1100,-444,13424,33,6,217,10,0,0,0
-992,-424,13296,29,9,207,10,-2,0,0
-1060,-460,13544,32,31,178,10,0,0,0
-1068,-432,13284,12,24,193,10,-2,0,0
-980,-440,13468,34,9,191,10,-2,0,0
-948,-400,13416,11,19,200,10,-2,0,0
-1096,-404,13284,26,11,201,10,-2,0,0
-972,-440,13336,18,-2,202,10,-2,0,0
-1148,-360,13348,32,22,209,10,0,0,0
-1064,-392,13424,25,24,191,10,0,0,0
-1068,-352,13380,46,15,191,10,-2,0,0
-1036,-472,13376,29,40,207,10,-2,0,0
-1108,-420,13384,32,12,194,10,-2,0,0
-1016,-436,13276,30,8,180,10,-2,0,0
-1128,-624,13348,41,16,188,10,-2,0,0
-1148,-484,13392,33,23,199,10,-2,0,0
-1160,-476,13252,5,20,196,10,-2,0,0
-1112,-440,13428,24,32,193,10,-2,0,0
-1116,-472,13296,39,16,194,10,-2,0,0
-1068,-444,13364,28,12,192,10,-2,0,0
-1076,-480,13448,9,23,202,10,-2,0,0
-1168,-480,13504,56,20,198,10,-2,0,0
-1064,-380,13396,28,3,202,10,0,0,0
-1112,-420,13340,52,5,195,10,-2,0,0
-1056,-396,13300,36,25,205,10,-2,0,0
-1168,-428,13356,47,29,197,10,-2,0,0
-1160,-492,13368,23,25,192,10,0,0,0
-1208,-440,13264,36,22,200,10,-2,0,0
-1084,-456,13344,52,22,192,10,-2,0,0
-1072,-436,13316,27,29,199,10,0,0,0
-1008,-504,13388,31,10,198,10,0,0,0
-1068,-472,13460,31,7,203,10,-2,0,0
-1160,-400,13396,30,1,195,10,-2,0,0
-1116,-440,13436,34,-12,213,10,-2,0,0
-1128,-396,13436,31,8,198,10,-2,0,0
-1048,-496,13480,28,-1,223,10,-2,0,0
-1080,-404,13364,38,13,214,10,-2,0,0
-1080,-448,13360,31,15,198,10,-2,0,0
-1092,-404,13356,23,-5,197,10,0,0,0
-1148,-416,13380,17,25,200,10,0,0,0
-1164,-284,13324,19,26,218,10,0,0,0
-1052,-444,13364,9,10,200,10,0,0,0
-1068,-424,13456,35,2,199,10,-2,0,0
-1024,-488,13208,30,14,187,10,0,0,0
-980,-500,13452,18,30,204,10,0,0,0
-1036,-416,13404,21,6,194,10,-2,0,0
-1140,-452,13444,32,21,187,10,-2,0,0
-1000,-440,13600,28,13,207,10,-2,0,0
-1072,-420,13352,19,20,191,10,-2,0,0
-1064,-472,13440,30,5,202,10,0,0,0
-1248,-436,13452,16,28,206,10,0,0,0
-1036,-412,13368,16,16,204,10,-2,0,0
-1068,-444,13516,10,30,197,10,0,0,0
-1096,-468,13460,30,17,199,10,0,0,0
-1116,-432,13380,7,14,208,10,0,0,0
-1100,-460,13452,32,-7,216,10,0,0,0
-1204,-412,13404,22,7,202,10,-2,0,0
-1028,-452,13464,30,12,209,10,-2,0,0
-1128,-392,13428,40,17,206,10,-2,0,0
-1108,-536,13412,6,30,209,10,-2,0,0
-1104,-420,13264,34,23,177,10,-2,0,0
-1152,-488,13404,18,31,200,10,0,0,0
-1024,-496,13296,22,31,199,10,0,0,0
-1064,-420,13364,37,39,193,10,0,0,0
-1088,-484,13344,10,-4,200,10,-2,0,0
-1012,-492,13340,33,28,214,10,-2,0,0
-1040,-444,13364,26,-5,185,10,-2,0,0
-1104,-460,13512,29,35,174,10,-2,0,0
-1044,-488,13428,22,32,218,10,-2,0,0
-1044,-412,13416,23,11,197,10,-2,0,0
-1104,-500,13324,50,13,210,10,-2,0,0
-1124,-440,13456,14,26,195,10,-2,0,0
-1036,-408,13352,37,11,207,10,0,0,0
-1128,-440,13372,25,10,211,10,0,0,0
-1084,-412,13332,33,2,203,10,0,0,0
-1100,-396,13272,20,3,187,10,-2,0,0
-1044,-452,13456,24,-1,212,10,0,0,0
-1052,-548,13504,32,-2,210,10,-2,0,0
-1084,-496,13404,19,27,175,10,-2,0,0
-1096,-400,13384,15,40,194,10,-2,0,0
-1020,-392,13364,28,8,218,10,0,0,0
-1036,-500,13456,32,19,201,10,0,0,0
-1112,-408,13472,19,38,191,10,-2,0,0
-1200,-408,13288,26,20,200,10,-2,0,0
-988,-512,13400,43,33,212,10,0,0,0
-976,-400,13364,44,22,203,10,-2,0,0
-956,-472,13352,25,14,213,10,-2,0,0
-1104,-424,13408,32,20,197,10,-2,0,0
-1040,-476,13372,21,17,200,10,-2,0,0
-1228,-520,13428,26,21,203,10,-2,0,0
-1048,-468,13356,35,26,205,10,0,0,0
-1060,-404,13356,43,23,187,10,0,0,0
-1104,-412,13352,35,12,209,10,0,0,0
-1076,-476,13508,7,-2,205,10,0,0,0
-1016,-500,13344,3,12,192,10,0,0,0
-1148,-436,13368,3,24,189,10,-2,0,0
-1152,-400,13428,34,15,181,10,-2,0,0
-1028,-408,13544,34,8,203,10,-2,0,0
-1220,-456,13340,30,22,190,10,-2,0,0
-1032,-448,13392,28,13,207,10,-2,0,0
-1120,-420,13472,30,7,206,10,0,0,0
-1244,-468,13320,33,33,198,10,0,0,0
-1072,-448,13368,33,0,201,10,0,0,0
-1212,-552,13492,44,18,189,10,0,0,0
-1136,-452,13220,37,28,192,10,0,0,0
-1196,-376,13396,27,17,183,10,0,0,0
-1184,-428,13372,32,24,204,10,-2,0,0
-952,-412,13416,32,17,194,10,-2,0,0
-1048,-456,13540,11,2,194,10,-2,0,0
-1036,-504,13460,43,5,188,10,0,0,0
-1184,-380,13344,38,43,201,10,0,0,0
-1032,-400,13444,26,12,198,10,0,0,0
-976,-532,13416,38,16,181,10,-2,0,0
-1096,-428,13296,26,9,202,10,-2,0,0
-1068,-376,13360,23,3,172,10,0,0,0
-1016,-500,13380,26,24,209,10,-2,0,0
-956,-496,13324,28,21,201,10,-2,0,0
-1076,-392,13244,33,25,208,10,0,0,0
-1072,-444,13404,17,30,199,10,-2,0,0
-1028,-400,13376,36,16,197,10,-2,0,0
-1036,-384,13404,27,4,193,10,-2,0,0
-1120,-436,13360,12,17,212,10,-2,0,0
-1044,-440,13184,25,11,195,10,0,0,0
-1036,-480,13488,23,26,197,10,-2,0,0
-1096,-388,13408,9,15,188,10,0,0,0
-1004,-436,13316,30,3,181,10,0,0,0
-1008,-444,13384,22,16,202,10,0,0,0
-1132,-432,13464,35,39,186,10,0,0,0
-968,-488,13432,29,23,190,10,0,0,0
-1144,-388,13352,36,21,212,10,0,0,0
-1036,-472,13372,27,6,197,10,0,0,0
-1112,-484,13252,26,5,203,10,0,0,0
-1068,-460,13540,27,10,191,10,0,0,0
-1024,-468,13408,30,13,199,10,-1,0,0
-1068,-376,13408,36,6,202,10,0,0,0
-1096,-424,13456,17,18,202,10,0,0,0
-1072,-552,13508,35,18,209,10,0,0,0
-1028,-460,13392,39,25,210,10,0,0,0
-1076,-540,13392,34,11,206,10,0,0,0
-1076,-408,13300,29,19,189,10,0,0,0
-988,-408,13352,35,36,188,10,0,0,0
-1164,-456,13404,13,11,194,10,-1,0,0
-1068,-496,13468,42,26,192,10,0,0,0
-1056,-460,13400,31,7,200,10,0,0,0
-1128,-316,13336,26,-1,189,10,-1,0,0
-1120,-368,13372,25,37,198,10,-1,0,0
-1036,-488,13376,46,12,199,10,-2,0,0
-1104,-456,13344,23,35,205,10,0,0,0
-1068,-484,13316,29,29,210,10,0,0,0
-1044,-392,13356,23,24,205,10,0,0,0
-1092,-428,13388,41,3,190,10,0,0,0
-1132,-432,13276,37,11,187,10,0,0,0
-932,-464,13276,24,18,191,10,0,0,0
-1140,-384,13300,29,9,205,10,-2,0,0
-1060,-500,13552,26,10,197,10,-2,0,0
-1016,-500,13356,50,14,193,10,0,0,0
-1144,-428,13340,33,28,201,10,-2,0,0
-1124,-436,13312,22,7,201,10,0,0,0
-1040,-456,13364,27,24,217,10,-2,0,0
-972,-472,13516,53,-5,214,10,-2,0,0
-1112,-408,13296,39,8,218,10,-2,0,0
-1056,-416,13444,28,10,193,10,-2,0,0
-1052,-456,13348,24,10,179,10,-2,0,0
-1016,-420,13292,26,-3,196,10,-2,0,0
-1048,-420,13408,39,34,207,10,-2,0,0
-1120,-456,13356,34,27,194,10,-2,0,0
-1064,-496,13448,20,22,203,10,0,0,0
-1048,-464,13284,35,12,203,10,-2,0,0
-1096,-432,13272,27,19,186,10,-2,0,0
-1204,-360,13364,17,20,196,10,-2,0,0
-972,-412,13392,14,14,172,10,0,0,0
-1044,-412,13312,19,40,199,10,-2,0,0
-988,-492,13372,55,22,208,10,0,0,0
-1028,-412,13508,29,31,210,10,-2,0,0
-1064,-404,13404,51,5,199,10,-2,0,0
-1148,-356,13296,20,28,196,10,-2,0,0
-1108,-444,13456,28,12,197,10,-2,0,0
-1108,-440,13372,18,21,200,10,-2,0,0
-1056,-432,13296,35,-5,192,10,-2,0,0
-1068,-448,13356,3,2,204,10,0,0,0
-1176,-424,13460,9,5,189,10,0,0,0
-1132,-460,13316,46,32,199,10,-2,0,0
-1092,-524,13472,14,34,192,10,-2,0,0
-1148,-488,13320,44,1,217,10,-2,0,0
-1024,-452,13492,25,2,182,10,-2,0,0
-1104,-464,13396,34,11,208,10,0,0,0
-1120,-528,13368,18,12,204,10,-2,0,0
-980,-500,13432,33,3,186,10,0,0,0
-1112,-408,13380,45,9,200,10,0,0,0
-1216,-412,13360,25,31,216,10,0,0,0
-1016,-444,13368,28,1,191,10,0,0,0
-1180,-492,13348,25,10,187,10,0,0,0
-1060,-540,13416,25,-3,206,10,-2,0,0
-1048,-412,13500,35,18,189,10,-2,0,0
-1140,-336,13444,35,5,206,10,0,0,0
-1056,-492,13308,55,32,187,10,0,0,0
-1040,-460,13200,28,19,197,10,-2,0,0
-1140,-400,13300,29,23,188,10,-2,0,0
-984,-464,13236,21,9,185,10,-2,0,0
-1052,-428,13288,35,36,202,10,0,0,0
-1140,-460,13484,18,37,189,10,0,0,0
-1016,-400,13432,28,15,199,10,0,0,0
-1108,-476,13396,12,26,195,10,0,0,0
-1052,-460,13516,30,15,203,10,0,0,0
-1012,-496,13384,40,35,177,10,-2,0,0
-1060,-464,13392,43,8,199,10,-2,0,0
-1048,-352,13416,31,-5,191,10,-2,0,0
-972,-480,13384,12,7,197,10,-2,0,0
-1012,-492,13344,35,5,179,10,0,0,0
-1052,-428,13388,42,19,192,10,-2,0,0
